id	predicted
eng_test_3110	1
eng_test_3111	1
eng_test_3112	1
eng_test_3113	1
eng_test_3114	0
eng_test_3115	1
eng_test_3116	1
eng_test_3117	0
eng_test_3118	1
eng_test_3119	1
eng_test_3120	1
eng_test_3121	0
eng_test_3122	1
eng_test_3123	0
eng_test_3124	0
eng_test_3125	1
eng_test_3126	1
eng_test_3127	0
eng_test_3128	0
eng_test_3129	1
eng_test_3130	0
eng_test_3131	1
eng_test_3132	1
eng_test_3133	1
eng_test_3134	1
eng_test_3135	0
eng_test_3136	1
eng_test_3137	0
eng_test_3138	0
eng_test_3139	0
eng_test_3140	0
eng_test_3141	0
eng_test_3142	1
eng_test_3143	0
eng_test_3144	0
eng_test_3145	1
eng_test_3146	0
eng_test_3147	0
eng_test_3148	0
eng_test_3149	1
eng_test_3150	1
eng_test_3151	1
eng_test_3152	1
eng_test_3153	0
eng_test_3154	0
eng_test_3155	1
eng_test_3156	1
eng_test_3157	0
eng_test_3158	0
eng_test_3159	1
eng_test_3160	1
eng_test_3161	1
eng_test_3162	1
eng_test_3163	0
eng_test_3164	1
eng_test_3165	1
eng_test_3166	0
eng_test_3167	1
eng_test_3168	1
eng_test_3169	1
eng_test_3170	0
eng_test_3171	1
eng_test_3172	0
eng_test_3173	0
eng_test_3174	0
eng_test_3175	1
eng_test_3176	0
eng_test_3177	0
eng_test_3178	1
eng_test_3179	0
eng_test_3180	0
eng_test_3181	1
eng_test_3182	1
eng_test_3183	1
eng_test_3184	1
eng_test_3185	1
eng_test_3186	1
eng_test_3187	1
eng_test_3188	1
eng_test_3189	0
eng_test_3190	1
eng_test_3191	0
eng_test_3192	1
eng_test_3193	1
eng_test_3194	1
eng_test_3195	0
eng_test_3196	1
eng_test_3197	1
eng_test_3198	1
eng_test_3199	1
eng_test_3200	0
eng_test_3201	1
eng_test_3202	1
eng_test_3203	0
eng_test_3204	1
eng_test_3205	1
eng_test_3206	1
eng_test_3207	1
eng_test_3208	0
eng_test_3209	1
eng_test_3210	1
eng_test_3211	1
eng_test_3212	0
eng_test_3213	0
eng_test_3214	0
eng_test_3215	1
eng_test_3216	1
eng_test_3217	0
eng_test_3218	0
eng_test_3219	0
eng_test_3220	1
eng_test_3221	1
eng_test_3222	1
eng_test_3223	0
eng_test_3224	0
eng_test_3225	1
eng_test_3226	1
eng_test_3227	0
eng_test_3228	0
eng_test_3229	1
eng_test_3230	0
eng_test_3231	1
eng_test_3232	0
eng_test_3233	0
eng_test_3234	1
eng_test_3235	1
eng_test_3236	1
eng_test_3237	1
eng_test_3238	1
eng_test_3239	1
eng_test_3240	0
eng_test_3241	1
eng_test_3242	0
eng_test_3243	1
eng_test_3244	1
eng_test_3245	1
eng_test_3246	1
eng_test_3247	1
eng_test_3248	1
eng_test_3249	1
eng_test_3250	1
eng_test_3251	0
eng_test_3252	0
eng_test_3253	1
eng_test_3254	1
eng_test_3255	1
eng_test_3256	1
eng_test_3257	0
eng_test_3258	0
eng_test_3259	0
eng_test_3260	1
eng_test_3261	1
eng_test_3262	1
eng_test_3263	0
eng_test_3264	1
eng_test_3265	1
eng_test_3266	1
eng_test_3267	0
eng_test_3268	1
eng_test_3269	1
eng_test_3270	0
eng_test_3271	1
eng_test_3272	0
eng_test_3273	0
eng_test_3274	0
eng_test_3275	1
eng_test_3276	1
eng_test_3277	1
eng_test_3278	0
eng_test_3279	1
eng_test_3280	1
eng_test_3281	1
eng_test_3282	1
eng_test_3283	0
eng_test_3284	0
eng_test_3285	1
eng_test_3286	0
eng_test_3287	0
eng_test_3288	0
eng_test_3289	0
eng_test_3290	1
eng_test_3291	0
eng_test_3292	1
eng_test_3293	1
eng_test_3294	0
eng_test_3295	1
eng_test_3296	1
eng_test_3297	1
eng_test_3298	1
eng_test_3299	0
eng_test_3300	1
eng_test_3301	1
eng_test_3302	0
eng_test_3303	1
eng_test_3304	1
eng_test_3305	0
eng_test_3306	0
eng_test_3307	1
eng_test_3308	0
eng_test_3309	0
eng_test_3310	1
eng_test_3311	1
eng_test_3312	0
eng_test_3313	1
eng_test_3314	0
eng_test_3315	0
eng_test_3316	0
eng_test_3317	1
eng_test_3318	1
eng_test_3319	1
eng_test_3320	0
eng_test_3321	1
eng_test_3322	0
eng_test_3323	0
eng_test_3324	1
eng_test_3325	1
eng_test_3326	0
eng_test_3327	1
eng_test_3328	1
eng_test_3329	1
eng_test_3330	1
eng_test_3331	0
eng_test_3332	0
eng_test_3333	0
eng_test_3334	0
eng_test_3335	1
eng_test_3336	1
eng_test_3337	1
eng_test_3338	0
eng_test_3339	1
eng_test_3340	0
eng_test_3341	0
eng_test_3342	0
eng_test_3343	0
eng_test_3344	1
eng_test_3345	1
eng_test_3346	0
eng_test_3347	0
eng_test_3348	1
eng_test_3349	0
eng_test_3350	0
eng_test_3351	0
eng_test_3352	1
eng_test_3353	0
eng_test_3354	1
eng_test_3355	0
eng_test_3356	1
eng_test_3357	1
eng_test_3358	1
eng_test_3359	1
eng_test_3360	0
eng_test_3361	1
eng_test_3362	1
eng_test_3363	1
eng_test_3364	1
eng_test_3365	0
eng_test_3366	0
eng_test_3367	1
eng_test_3368	0
eng_test_3369	1
eng_test_3370	0
eng_test_3371	1
eng_test_3372	1
eng_test_3373	1
eng_test_3374	1
eng_test_3375	0
eng_test_3376	1
eng_test_3377	0
eng_test_3378	0
eng_test_3379	0
eng_test_3380	0
eng_test_3381	1
eng_test_3382	0
eng_test_3383	0
eng_test_3384	1
eng_test_3385	1
eng_test_3386	1
eng_test_3387	0
eng_test_3388	1
eng_test_3389	1
eng_test_3390	0
eng_test_3391	1
eng_test_3392	0
eng_test_3393	0
eng_test_3394	1
eng_test_3395	1
eng_test_3396	0
eng_test_3397	0
eng_test_3398	1
eng_test_3399	1
eng_test_3400	1
eng_test_3401	0
eng_test_3402	1
eng_test_3403	1
eng_test_3404	1
eng_test_3405	1
eng_test_3406	0
eng_test_3407	1
eng_test_3408	0
eng_test_3409	1
eng_test_3410	0
eng_test_3411	1
eng_test_3412	0
eng_test_3413	1
eng_test_3414	0
eng_test_3415	1
eng_test_3416	0
eng_test_3417	1
eng_test_3418	1
eng_test_3419	1
eng_test_3420	0
eng_test_3421	1
eng_test_3422	0
eng_test_3423	1
eng_test_3424	0
eng_test_3425	1
eng_test_3426	0
eng_test_3427	1
eng_test_3428	0
eng_test_3429	1
eng_test_3430	0
eng_test_3431	1
eng_test_3432	0
eng_test_3433	1
eng_test_3434	1
eng_test_3435	1
eng_test_3436	1
eng_test_3437	1
eng_test_3438	1
eng_test_3439	0
eng_test_3440	0
eng_test_3441	1
eng_test_3442	0
eng_test_3443	1
eng_test_3444	1
eng_test_3445	1
eng_test_3446	1
eng_test_3447	1
eng_test_3448	0
eng_test_3449	1
eng_test_3450	1
eng_test_3451	1
eng_test_3452	1
eng_test_3453	1
eng_test_3454	0
eng_test_3455	1
eng_test_3456	1
eng_test_3457	0
eng_test_3458	1
eng_test_3459	0
eng_test_3460	1
eng_test_3461	1
eng_test_3462	1
eng_test_3463	1
eng_test_3464	0
eng_test_3465	1
eng_test_3466	0
eng_test_3467	0
eng_test_3468	0
eng_test_3469	0
eng_test_3470	1
eng_test_3471	1
eng_test_3472	1
eng_test_3473	1
eng_test_3474	0
eng_test_3475	1
eng_test_3476	0
eng_test_3477	1
eng_test_3478	1
eng_test_3479	0
eng_test_3480	0
eng_test_3481	1
eng_test_3482	0
eng_test_3483	1
eng_test_3484	0
eng_test_3485	0
eng_test_3486	0
eng_test_3487	0
eng_test_3488	0
eng_test_3489	1
eng_test_3490	1
eng_test_3491	1
eng_test_3492	1
eng_test_3493	1
eng_test_3494	1
eng_test_3495	1
eng_test_3496	0
eng_test_3497	0
eng_test_3498	0
eng_test_3499	0
eng_test_3500	1
eng_test_3501	1
eng_test_3502	0
eng_test_3503	0
eng_test_3504	1
eng_test_3505	0
eng_test_3506	0
eng_test_3507	1
eng_test_3508	1
eng_test_3509	0
eng_test_3510	0
eng_test_3511	1
eng_test_3512	1
eng_test_3513	0
eng_test_3514	1
eng_test_3515	1
eng_test_3516	1
eng_test_3517	1
eng_test_3518	0
eng_test_3519	0
eng_test_3520	1
eng_test_3521	1
eng_test_3522	0
eng_test_3523	0
eng_test_3524	1
eng_test_3525	0
eng_test_3526	0
eng_test_3527	0
eng_test_3528	1
eng_test_3529	0
eng_test_3530	0
eng_test_3531	1
eng_test_3532	0
eng_test_3533	1
eng_test_3534	1
eng_test_3535	0
eng_test_3536	1
eng_test_3537	1
eng_test_3538	0
eng_test_3539	0
eng_test_3540	0
eng_test_3541	1
eng_test_3542	0
eng_test_3543	1
eng_test_3544	1
eng_test_3545	1
eng_test_3546	1
eng_test_3547	1
eng_test_3548	1
eng_test_3549	0
eng_test_3550	1
eng_test_3551	0
eng_test_3552	0
eng_test_3553	1
eng_test_3554	0
eng_test_3555	1
eng_test_3556	1
eng_test_3557	0
eng_test_3558	1
eng_test_3559	0
eng_test_3560	0
eng_test_3561	0
eng_test_3562	1
eng_test_3563	1
eng_test_3564	1
eng_test_3565	1
eng_test_3566	1
eng_test_3567	0
eng_test_3568	1
eng_test_3569	1
eng_test_3570	0
eng_test_3571	0
eng_test_3572	0
eng_test_3573	0
eng_test_3574	0
eng_test_3575	1
eng_test_3576	0
eng_test_3577	1
eng_test_3578	1
eng_test_3579	0
eng_test_3580	1
eng_test_3581	1
eng_test_3582	1
eng_test_3583	1
eng_test_3584	0
eng_test_3585	1
eng_test_3586	1
eng_test_3587	0
eng_test_3588	0
eng_test_3589	1
eng_test_3590	1
eng_test_3591	1
eng_test_3592	0
eng_test_3593	1
eng_test_3594	1
eng_test_3595	0
eng_test_3596	0
eng_test_3597	1
eng_test_3598	0
eng_test_3599	1
eng_test_3600	1
eng_test_3601	0
eng_test_3602	1
eng_test_3603	0
eng_test_3604	1
eng_test_3605	0
eng_test_3606	1
eng_test_3607	1
eng_test_3608	0
eng_test_3609	0
eng_test_3610	0
eng_test_3611	0
eng_test_3612	0
eng_test_3613	1
eng_test_3614	0
eng_test_3615	1
eng_test_3616	0
eng_test_3617	0
eng_test_3618	1
eng_test_3619	0
eng_test_3620	1
eng_test_3621	0
eng_test_3622	0
eng_test_3623	0
eng_test_3624	0
eng_test_3625	0
eng_test_3626	0
eng_test_3627	0
eng_test_3628	0
eng_test_3629	1
eng_test_3630	1
eng_test_3631	0
eng_test_3632	0
eng_test_3633	0
eng_test_3634	1
eng_test_3635	1
eng_test_3636	1
eng_test_3637	1
eng_test_3638	1
eng_test_3639	0
eng_test_3640	0
eng_test_3641	1
eng_test_3642	1
eng_test_3643	0
eng_test_3644	1
eng_test_3645	1
eng_test_3646	0
eng_test_3647	0
eng_test_3648	0
eng_test_3649	1
eng_test_3650	1
eng_test_3651	1
eng_test_3652	1
eng_test_3653	1
eng_test_3654	1
eng_test_3655	1
eng_test_3656	1
eng_test_3657	0
eng_test_3658	0
eng_test_3659	1
eng_test_3660	1
eng_test_3661	0
eng_test_3662	1
eng_test_3663	1
eng_test_3664	1
eng_test_3665	1
eng_test_3666	0
eng_test_3667	1
eng_test_3668	1
eng_test_3669	0
eng_test_3670	1
eng_test_3671	0
eng_test_3672	0
eng_test_3673	1
eng_test_3674	1
eng_test_3675	1
eng_test_3676	1
eng_test_3677	1
eng_test_3678	1
eng_test_3679	0
eng_test_3680	1
eng_test_3681	0
eng_test_3682	0
eng_test_3683	1
eng_test_3684	0
eng_test_3685	1
eng_test_3686	1
eng_test_3687	0
eng_test_3688	1
eng_test_3689	0
eng_test_3690	0
eng_test_3691	0
eng_test_3692	1
eng_test_3693	1
eng_test_3694	0
eng_test_3695	0
eng_test_3696	1
eng_test_3697	1
eng_test_3698	1
eng_test_3699	1
eng_test_3700	0
eng_test_3701	1
eng_test_3702	0
eng_test_3703	0
eng_test_3704	1
eng_test_3705	1
eng_test_3706	1
eng_test_3707	1
eng_test_3708	1
eng_test_3709	0
eng_test_3710	1
eng_test_3711	0
eng_test_3712	1
eng_test_3713	0
eng_test_3714	0
eng_test_3715	0
eng_test_3716	1
eng_test_3717	1
eng_test_3718	1
eng_test_3719	1
eng_test_3720	1
eng_test_3721	0
eng_test_3722	1
eng_test_3723	0
eng_test_3724	0
eng_test_3725	1
eng_test_3726	1
eng_test_3727	0
eng_test_3728	0
eng_test_3729	0
eng_test_3730	1
eng_test_3731	0
eng_test_3732	0
eng_test_3733	1
eng_test_3734	0
eng_test_3735	1
eng_test_3736	1
eng_test_3737	0
eng_test_3738	0
eng_test_3739	1
eng_test_3740	1
eng_test_3741	1
eng_test_3742	0
eng_test_3743	0
eng_test_3744	1
eng_test_3745	0
eng_test_3746	0
eng_test_3747	1
eng_test_3748	0
eng_test_3749	0
eng_test_3750	1
eng_test_3751	0
eng_test_3752	1
eng_test_3753	0
eng_test_3754	0
eng_test_3755	1
eng_test_3756	1
eng_test_3757	0
eng_test_3758	1
eng_test_3759	1
eng_test_3760	1
eng_test_3761	0
eng_test_3762	1
eng_test_3763	1
eng_test_3764	0
eng_test_3765	0
eng_test_3766	0
eng_test_3767	0
eng_test_3768	1
eng_test_3769	1
eng_test_3770	1
eng_test_3771	1
eng_test_3772	1
eng_test_3773	1
eng_test_3774	1
eng_test_3775	1
eng_test_3776	0
eng_test_3777	1
eng_test_3778	1
eng_test_3779	0
eng_test_3780	0
eng_test_3781	0
eng_test_3782	0
eng_test_3783	1
eng_test_3784	1
eng_test_3785	1
eng_test_3786	0
eng_test_3787	0
eng_test_3788	1
eng_test_3789	0
eng_test_3790	0
eng_test_3791	1
eng_test_3792	1
eng_test_3793	1
eng_test_3794	1
eng_test_3795	0
eng_test_3796	1
eng_test_3797	1
eng_test_3798	1
eng_test_3799	1
eng_test_3800	1
eng_test_3801	1
eng_test_3802	0
eng_test_3803	1
eng_test_3804	0
eng_test_3805	1
eng_test_3806	1
eng_test_3807	0
eng_test_3808	0
eng_test_3809	0
eng_test_3810	1
eng_test_3811	0
eng_test_3812	0
eng_test_3813	0
eng_test_3814	0
eng_test_3815	1
eng_test_3816	0
eng_test_3817	1
eng_test_3818	0
eng_test_3819	1
eng_test_3820	0
eng_test_3821	0
eng_test_3822	1
eng_test_3823	1
eng_test_3824	1
eng_test_3825	1
eng_test_3826	0
eng_test_3827	1
eng_test_3828	1
eng_test_3829	1
eng_test_3830	1
eng_test_3831	0
eng_test_3832	1
eng_test_3833	0
eng_test_3834	1
eng_test_3835	0
eng_test_3836	1
eng_test_3837	1
eng_test_3838	1
eng_test_3839	1
eng_test_3840	0
eng_test_3841	0
eng_test_3842	0
eng_test_3843	1
eng_test_3844	0
eng_test_3845	1
eng_test_3846	1
eng_test_3847	0
eng_test_3848	0
eng_test_3849	0
eng_test_3850	0
eng_test_3851	0
eng_test_3852	0
eng_test_3853	0
eng_test_3854	1
eng_test_3855	1
eng_test_3856	1
eng_test_3857	1
eng_test_3858	0
eng_test_3859	0
eng_test_3860	1
eng_test_3861	0
eng_test_3862	1
eng_test_3863	0
eng_test_3864	0
eng_test_3865	1
eng_test_3866	1
eng_test_3867	1
eng_test_3868	0
eng_test_3869	0
eng_test_3870	1
eng_test_3871	1
eng_test_3872	1
eng_test_3873	1
eng_test_3874	1
eng_test_3875	1
eng_test_3876	0
eng_test_3877	0
eng_test_3878	1
eng_test_3879	1
eng_test_3880	1
eng_test_3881	1
eng_test_3882	1
eng_test_3883	0
eng_test_3884	0
eng_test_3885	1
eng_test_3886	1
eng_test_3887	0
eng_test_3888	0
eng_test_3889	1
eng_test_3890	0
eng_test_3891	1
eng_test_3892	0
eng_test_3893	0
eng_test_3894	0
eng_test_3895	1
eng_test_3896	1
eng_test_3897	0
eng_test_3898	1
eng_test_3899	1
eng_test_3900	0
eng_test_3901	1
eng_test_3902	1
eng_test_3903	1
eng_test_3904	1
eng_test_3905	1
eng_test_3906	1
eng_test_3907	1
eng_test_3908	1
eng_test_3909	1
eng_test_3910	1
eng_test_3911	1
eng_test_3912	1
eng_test_3913	1
eng_test_3914	1
eng_test_3915	1
eng_test_3916	0
eng_test_3917	1
eng_test_3918	0
eng_test_3919	0
eng_test_3920	0
eng_test_3921	1
eng_test_3922	1
eng_test_3923	1
eng_test_3924	1
eng_test_3925	0
eng_test_3926	0
eng_test_3927	0
eng_test_3928	1
eng_test_3929	1
eng_test_3930	0
eng_test_3931	1
eng_test_3932	1
eng_test_3933	1
eng_test_3934	1
eng_test_3935	1
eng_test_3936	0
eng_test_3937	1
eng_test_3938	0
eng_test_3939	1
eng_test_3940	1
eng_test_3941	1
eng_test_3942	0
eng_test_3943	1
eng_test_3944	0
eng_test_3945	1
eng_test_3946	1
eng_test_3947	1
eng_test_3948	1
eng_test_3949	0
eng_test_3950	1
eng_test_3951	1
eng_test_3952	1
eng_test_3953	0
eng_test_3954	0
eng_test_3955	1
eng_test_3956	0
eng_test_3957	0
eng_test_3958	1
eng_test_3959	1
eng_test_3960	1
eng_test_3961	1
eng_test_3962	1
eng_test_3963	1
eng_test_3964	1
eng_test_3965	1
eng_test_3966	1
eng_test_3967	1
eng_test_3968	1
eng_test_3969	1
eng_test_3970	0
eng_test_3971	0
eng_test_3972	0
eng_test_3973	0
eng_test_3974	1
eng_test_3975	1
eng_test_3976	1
eng_test_3977	0
eng_test_3978	1
eng_test_3979	1
eng_test_3980	0
eng_test_3981	0
eng_test_3982	0
eng_test_3983	1
eng_test_3984	0
eng_test_3985	1
eng_test_3986	1
eng_test_3987	0
eng_test_3988	0
eng_test_3989	1
eng_test_3990	0
eng_test_3991	1
eng_test_3992	1
eng_test_3993	1
eng_test_3994	0
eng_test_3995	1
eng_test_3996	0
eng_test_3997	1
eng_test_3998	1
eng_test_3999	0
eng_test_4000	1
eng_test_4001	1
eng_test_4002	0
eng_test_4003	1
eng_test_4004	0
eng_test_4005	1
eng_test_4006	1
eng_test_4007	0
eng_test_4008	1
eng_test_4009	1
eng_test_4010	0
eng_test_4011	0
eng_test_4012	1
eng_test_4013	0
eng_test_4014	0
eng_test_4015	1
eng_test_4016	1
eng_test_4017	1
eng_test_4018	0
eng_test_4019	1
eng_test_4020	1
eng_test_4021	0
eng_test_4022	0
eng_test_4023	0
eng_test_4024	0
eng_test_4025	1
eng_test_4026	0
eng_test_4027	1
eng_test_4028	0
eng_test_4029	1
eng_test_4030	0
eng_test_4031	1
eng_test_4032	1
eng_test_4033	1
eng_test_4034	0
eng_test_4035	0
eng_test_4036	1
eng_test_4037	0
eng_test_4038	1
eng_test_4039	1
eng_test_4040	1
eng_test_4041	1
eng_test_4042	0
eng_test_4043	0
eng_test_4044	1
eng_test_4045	0
eng_test_4046	1
eng_test_4047	0
eng_test_4048	0
eng_test_4049	1
eng_test_4050	1
eng_test_4051	0
eng_test_4052	1
eng_test_4053	1
eng_test_4054	1
eng_test_4055	1
eng_test_4056	1
eng_test_4057	1
eng_test_4058	0
eng_test_4059	0
eng_test_4060	0
eng_test_4061	1
eng_test_4062	1
eng_test_4063	0
eng_test_4064	1
eng_test_4065	1
eng_test_4066	1
eng_test_4067	1
eng_test_4068	1
eng_test_4069	1
eng_test_4070	0
eng_test_4071	1
eng_test_4072	1
eng_test_4073	1
eng_test_4074	0
eng_test_4075	0
eng_test_4076	0
eng_test_4077	0
eng_test_4078	0
eng_test_4079	0
eng_test_4080	1
eng_test_4081	1
eng_test_4082	1
eng_test_4083	1
eng_test_4084	0
eng_test_4085	0
eng_test_4086	0
eng_test_4087	1
eng_test_4088	0
eng_test_4089	0
eng_test_4090	1
eng_test_4091	0
eng_test_4092	0
eng_test_4093	0
eng_test_4094	0
eng_test_4095	1
eng_test_4096	1
eng_test_4097	0
eng_test_4098	0
eng_test_4099	1
eng_test_4100	1
eng_test_4101	1
eng_test_4102	1
eng_test_4103	0
eng_test_4104	1
eng_test_4105	1
eng_test_4106	1
eng_test_4107	1
eng_test_4108	1
eng_test_4109	1
eng_test_4110	0
eng_test_4111	0
eng_test_4112	1
eng_test_4113	0
eng_test_4114	0
eng_test_4115	0
eng_test_4116	0
eng_test_4117	0
eng_test_4118	1
eng_test_4119	0
eng_test_4120	1
eng_test_4121	1
eng_test_4122	1
eng_test_4123	1
eng_test_4124	0
eng_test_4125	0
eng_test_4126	1
eng_test_4127	0
eng_test_4128	0
eng_test_4129	0
eng_test_4130	0
eng_test_4131	0
eng_test_4132	0
eng_test_4133	1
eng_test_4134	1
eng_test_4135	1
eng_test_4136	1
eng_test_4137	1
eng_test_4138	1
eng_test_4139	0
eng_test_4140	0
eng_test_4141	0
eng_test_4142	1
eng_test_4143	1
eng_test_4144	1
eng_test_4145	1
eng_test_4146	1
eng_test_4147	0
eng_test_4148	1
eng_test_4149	1
eng_test_4150	0
eng_test_4151	0
eng_test_4152	1
eng_test_4153	1
eng_test_4154	0
eng_test_4155	0
eng_test_4156	0
eng_test_4157	1
eng_test_4158	1
eng_test_4159	0
eng_test_4160	0
eng_test_4161	1
eng_test_4162	1
eng_test_4163	1
eng_test_4164	0
eng_test_4165	1
eng_test_4166	0
eng_test_4167	0
eng_test_4168	0
eng_test_4169	0
eng_test_4170	0
eng_test_4171	0
eng_test_4172	1
eng_test_4173	1
eng_test_4174	0
eng_test_4175	0
eng_test_4176	0
eng_test_4177	1
eng_test_4178	1
eng_test_4179	1
eng_test_4180	0
eng_test_4181	0
eng_test_4182	1
eng_test_4183	0
eng_test_4184	0
eng_test_4185	1
eng_test_4186	0
eng_test_4187	1
eng_test_4188	1
eng_test_4189	1
eng_test_4190	0
eng_test_4191	1
eng_test_4192	1
eng_test_4193	1
eng_test_4194	1
eng_test_4195	1
eng_test_4196	0
eng_test_4197	0
eng_test_4198	1
eng_test_4199	1
eng_test_4200	0
eng_test_4201	0
eng_test_4202	1
eng_test_4203	0
eng_test_4204	1
eng_test_4205	1
eng_test_4206	0
eng_test_4207	0
eng_test_4208	0
eng_test_4209	1
eng_test_4210	1
eng_test_4211	1
eng_test_4212	1
eng_test_4213	0
eng_test_4214	1
eng_test_4215	0
eng_test_4216	1
eng_test_4217	0
eng_test_4218	0
eng_test_4219	0
eng_test_4220	0
eng_test_4221	1
eng_test_4222	1
eng_test_4223	0
eng_test_4224	0
eng_test_4225	1
eng_test_4226	0
eng_test_4227	1
eng_test_4228	1
eng_test_4229	1
eng_test_4230	1
eng_test_4231	1
eng_test_4232	0
eng_test_4233	1
eng_test_4234	0
eng_test_4235	1
eng_test_4236	0
eng_test_4237	0
eng_test_4238	1
eng_test_4239	1
eng_test_4240	1
eng_test_4241	0
eng_test_4242	1
eng_test_4243	1
eng_test_4244	0
eng_test_4245	0
eng_test_4246	1
eng_test_4247	1
eng_test_4248	1
eng_test_4249	0
eng_test_4250	1
eng_test_4251	0
eng_test_4252	0
eng_test_4253	0
eng_test_4254	0
eng_test_4255	0
eng_test_4256	1
eng_test_4257	1
eng_test_4258	1
eng_test_4259	0
eng_test_4260	1
eng_test_4261	0
eng_test_4262	0
eng_test_4263	1
eng_test_4264	1
eng_test_4265	1
eng_test_4266	1
eng_test_4267	1
eng_test_4268	1
eng_test_4269	1
eng_test_4270	0
eng_test_4271	0
eng_test_4272	1
eng_test_4273	1
eng_test_4274	1
eng_test_4275	1
eng_test_4276	1
eng_test_4277	0
eng_test_4278	1
eng_test_4279	1
eng_test_4280	1
eng_test_4281	1
eng_test_4282	0
eng_test_4283	1
eng_test_4284	0
eng_test_4285	1
eng_test_4286	0
eng_test_4287	1
eng_test_4288	1
eng_test_4289	0
eng_test_4290	0
eng_test_4291	0
eng_test_4292	1
eng_test_4293	1
eng_test_4294	1
eng_test_4295	1
eng_test_4296	0
eng_test_4297	1
eng_test_4298	1
eng_test_4299	1
eng_test_4300	1
eng_test_4301	1
eng_test_4302	1
eng_test_4303	0
eng_test_4304	1
eng_test_4305	0
eng_test_4306	0
eng_test_4307	1
eng_test_4308	0
eng_test_4309	1
eng_test_4310	0
eng_test_4311	1
eng_test_4312	1
eng_test_4313	1
eng_test_4314	0
eng_test_4315	0
eng_test_4316	1
eng_test_4317	1
eng_test_4318	1
eng_test_4319	0
eng_test_4320	1
eng_test_4321	0
eng_test_4322	1
eng_test_4323	1
eng_test_4324	1
eng_test_4325	0
eng_test_4326	1
eng_test_4327	0
eng_test_4328	1
eng_test_4329	0
eng_test_4330	1
eng_test_4331	0
eng_test_4332	1
eng_test_4333	1
eng_test_4334	0
eng_test_4335	1
eng_test_4336	1
eng_test_4337	0
eng_test_4338	0
eng_test_4339	0
eng_test_4340	1
eng_test_4341	1
eng_test_4342	0
eng_test_4343	0
eng_test_4344	1
eng_test_4345	1
eng_test_4346	0
eng_test_4347	1
eng_test_4348	0
eng_test_4349	0
eng_test_4350	1
eng_test_4351	1
eng_test_4352	1
eng_test_4353	1
eng_test_4354	0
eng_test_4355	1
eng_test_4356	1
eng_test_4357	1
eng_test_4358	1
eng_test_4359	0
eng_test_4360	1
eng_test_4361	1
eng_test_4362	0
eng_test_4363	1
eng_test_4364	1
eng_test_4365	0
eng_test_4366	1
eng_test_4367	1
eng_test_4368	0
eng_test_4369	0
eng_test_4370	0
eng_test_4371	0
eng_test_4372	0
eng_test_4373	1
eng_test_4374	1
eng_test_4375	1
eng_test_4376	1
eng_test_4377	1
eng_test_4378	0
eng_test_4379	1
eng_test_4380	1
eng_test_4381	0
eng_test_4382	1
eng_test_4383	1
eng_test_4384	1
eng_test_4385	1
eng_test_4386	0
eng_test_4387	1
eng_test_4388	0
eng_test_4389	1
eng_test_4390	1
eng_test_4391	0
eng_test_4392	0
eng_test_4393	1
eng_test_4394	0
eng_test_4395	0
eng_test_4396	1
eng_test_4397	0
eng_test_4398	0
eng_test_4399	1
eng_test_4400	1
eng_test_4401	1
eng_test_4402	0
eng_test_4403	1
eng_test_4404	1
eng_test_4405	1
eng_test_4406	1
eng_test_4407	0
eng_test_4408	1
eng_test_4409	1
eng_test_4410	1
eng_test_4411	1
eng_test_4412	1
eng_test_4413	1
eng_test_4414	1
eng_test_4415	0
eng_test_4416	1
eng_test_4417	1
eng_test_4418	1
eng_test_4419	1
eng_test_4420	1
eng_test_4421	0
eng_test_4422	1
eng_test_4423	1
eng_test_4424	1
eng_test_4425	0
eng_test_4426	1
eng_test_4427	1
eng_test_4428	1
eng_test_4429	1
eng_test_4430	1
eng_test_4431	1
eng_test_4432	0
eng_test_4433	1
eng_test_4434	0
eng_test_4435	0
eng_test_4436	1
eng_test_4437	0
eng_test_4438	1
eng_test_4439	1
eng_test_4440	0
eng_test_4441	0
eng_test_4442	1
eng_test_4443	0
eng_test_4444	1
eng_test_4445	1
eng_test_4446	1
eng_test_4447	1
eng_test_4448	0
eng_test_4449	1
eng_test_4450	0
eng_test_4451	1
eng_test_4452	1
eng_test_4453	1
eng_test_4454	0
eng_test_4455	1
eng_test_4456	1
eng_test_4457	0
eng_test_4458	1
eng_test_4459	1
eng_test_4460	1
eng_test_4461	1
eng_test_4462	1
eng_test_4463	0
eng_test_4464	1
eng_test_4465	1
eng_test_4466	1
eng_test_4467	0
eng_test_4468	1
eng_test_4469	1
eng_test_4470	0
eng_test_4471	0
eng_test_4472	0
eng_test_4473	1
eng_test_4474	1
eng_test_4475	1
eng_test_4476	1
eng_test_4477	0
eng_test_4478	0
eng_test_4479	1
eng_test_4480	1
eng_test_4481	1
eng_test_4482	0
eng_test_4483	0
eng_test_4484	1
eng_test_4485	1
eng_test_4486	1
eng_test_4487	1
eng_test_4488	0
eng_test_4489	1
eng_test_4490	1
eng_test_4491	0
eng_test_4492	1
eng_test_4493	0
eng_test_4494	1
eng_test_4495	1
eng_test_4496	0
eng_test_4497	0
eng_test_4498	1
eng_test_4499	1
eng_test_4500	1
eng_test_4501	1
eng_test_4502	1
eng_test_4503	0
eng_test_4504	1
eng_test_4505	1
eng_test_4506	1
eng_test_4507	1
eng_test_4508	0
